Num Aliphatic Carbocycles,Num Heteroatoms,Num Hydrogen Bond Acceptor,Num Aromatic Carbocycles,LogP,Num Rotatable Bonds,Num Aromatic Heterocycles,Num Lipinski HB Donor,Num Atoms,Num Lipinski HB Acceptor,Num Rings,Num Hydrogen bond Donor,Num Aliphatic Rings,Num Aliphatic Heterocycles,Num Heterocycles,Mol Wt,Labute ASA,Num Aromatic Rings,Topological Polar SA,SMILES
0,18,15,1,3.232,17,4,4,60,18,7,4,2,2,6,824.349,344.525,5,209.51,COCn1cc(cc1C(=O)NCCOc1ccc2c(c1)cc1c(n2)c2n(C1)c(=O)c1c(c2)C(O)(CC)C(=O)OC1)NC(=O)c1cc(cn1COC)NC(=O)CCCN(C)C
0,11,9,1,3.611,7,2,3,44,11,6,3,3,3,5,604.29,255.236,3,145.43,CC[C@](c1cc2c3nc4ccc(cc4c(c3Cn2c(=O)c1CO)CC)OC(=O)N1CCC(CC1)N1CCCCC1)(C(=O)O)O
0,20,18,2,3.317,15,4,2,72,20,10,2,4,4,8,980.323,409.073,6,251.64,CC[C@@]1(OC(=O)[C@@H](NC(=O)COCCOCC(=O)N[C@H](C(=O)O[C@]2(CC)C(=O)OCc3c2cc2c4nc5ccccc5cc4Cn2c3=O)C)C)C(=O)OCc2c1cc1c3nc4ccccc4cc3Cn1c2=O
0,8,7,1,-2.731,4,2,2,28,7,4,2,1,1,3,388.104,182.122,3,115.48,CC[C@@](c1cc2c3nc4ccccc4cc3Cn2c(=O)c1CO)(C(=O)[O-])O.[Na+]
0,8,8,1,2.48,2,3,1,32,8,6,1,2,2,5,428.148,182.258,4,99.24,CC[C@@]1(O)C(=O)OCc2c1cc1c3nc4ccccc4c(c3Cn1c2=O)c1ccnn1C
0,8,8,1,2.322,4,2,2,31,8,5,2,2,2,4,422.148,177.231,3,110.88,CCOCc1c(O)ccc2c1cc1Cn3c(c1n2)cc1c(c3=O)COC(=O)[C@]1(O)CC
0,21,17,1,4.348,19,5,5,68,21,8,5,2,2,7,933.366,388.431,6,249.53,CCCC(=O)Nc1ccc(n1COC)C(=O)Nc1cc(n(c1)COC)C(=O)Nc1cc(n(c1)COC)C(=O)NCCOc1ccc2c(c1)cc1c(n2)c2n(C1)c(=O)c1c(c2)C(O)(CC)C(=O)OC1
1,10,9,1,2.828,4,2,1,40,10,7,1,4,3,5,541.185,228.373,3,128.03,CC[C@@]1(O)C(=O)OCc2c1cc1c3nc4ccc(c(c4cc3Cn1c2=O)CN1C(=O)C2=C(C1=O)CCCC2)OC
0,7,7,1,3.142,2,3,1,32,7,6,1,2,2,5,425.138,182.505,4,94.31,CC[C@@]1(O)C(=O)OCc2c1cc1c3nc4ccc(cc4cc3Cn1c2=O)c1ccncc1
0,8,7,1,3.563,2,3,1,33,7,6,1,2,2,5,461.114,194.658,4,94.31,CC[C@@]1(O)C(=O)OCc2c1cc1c3nc4ccc(cc4cc3Cn1c2=O)c1ccncc1.Cl
0,7,7,1,2.931,5,2,1,31,7,5,1,2,2,4,422.184,179.754,3,82.81,COCC(O[C@@H]1OCc2c([C@@]1(O)CC)cc1n(c2=O)Cc2c1nc1ccccc1c2)C
0,10,9,1,2.84,7,2,1,34,10,5,1,2,2,4,467.169,194.407,3,125.95,CCOCCO[C@@H]1OCc2c([C@@]1(O)CC)cc1n(c2=O)Cc2c1nc1cccc(c1c2)[N+](=O)[O-]
0,9,9,1,3.642,3,3,1,37,9,7,1,3,3,6,498.19,211.825,4,108.47,CC[C@@]1(O)C(=O)OCc2c1cc1c3nc4ccccc4c(c3Cn1c2=O)c1cnn(c1)C1CCCCO1
0,12,10,3,5.058,6,2,2,48,12,7,2,2,2,4,646.206,273.632,5,149.29,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)[C@H](c2c1nc1ccccc1c2)N(C(=O)OCc1ccccc1)NC(=O)OCc1ccccc1
0,12,10,1,4.255,2,2,2,42,12,5,2,2,2,4,578.238,241.708,3,149.29,CC[C@@]1(O)C(=O)OCc2c1cc1c3nc4ccccc4cc3[C@@H](n1c2=O)N(C(=O)OC(C)(C)C)NC(=O)OC(C)(C)C
0,8,8,1,2.71,4,2,2,32,8,5,2,2,2,4,436.163,183.596,3,110.88,CC[C@@]1(O)C(=O)OCc2c1cc1c3nc4ccc(c(c4cc3Cn1c2=O)COC(C)C)O
0,8,7,2,4.345,4,2,2,35,7,6,2,2,2,4,487.13,205.503,4,93.45,CC[C@@]1(O)C(=O)OCc2c1cc1c3nc4ccccc4c(c3Cn1c2=O)CNc1cccc(c1)Cl
0,12,9,1,1.004,5,2,1,39,11,6,1,3,3,5,553.2,225.953,3,125.28,CC[C@@]1(O)C(=O)OCc2c1cc1c3nc4ccccc4c(c3Cn1c2=O)CN1CCN(CC1)S(=O)(=O)N(C)C
0,9,8,1,1.908,3,2,2,34,9,6,2,3,3,5,461.159,193.763,3,121.96,CC[C@@]1(O)C(=O)OCc2c1cc1c3nc4ccc(c(c4cc3Cn1c2=O)CN1CCCC1=O)O
0,8,8,1,2.767,3,2,1,33,8,6,1,3,3,5,448.163,189.274,3,99.88,CCOC1CCc2c(O1)ccc1c2cc2Cn3c(c2n1)cc1c(c3=O)COC(=O)[C@]1(O)CC
0,11,10,1,2.935,5,2,2,42,11,6,2,3,3,5,572.227,241.247,3,140.06,CC[C@@]1(OC(=O)CNC(=O)C2=CC(N(C2(C)C)O)(C)C)C(=O)OCc2c1cc1c3nc4ccccc4cc3Cn1c2=O
0,7,7,1,3.142,2,3,1,32,7,6,1,2,2,5,425.138,182.505,4,94.31,CC[C@@]1(O)C(=O)OCc2c1cc1c3nc4ccccc4c(c3Cn1c2=O)c1cccnc1
0,9,6,1,3.458,3,2,1,31,6,5,1,2,2,4,432.13,174.407,3,73.58,CC[C@@]1(O)[C@H](OCC(F)(F)F)OCc2c1cc1c3nc4ccccc4cc3Cn1c2=O
0,9,8,1,2.287,5,2,2,33,9,5,2,2,2,4,450.143,187.757,3,127.95,CC[C@@]1(O)[C@@H](OCc2c1cc1c3nc4ccccc4cc3Cn1c2=O)OC(=O)CCC(=O)O
0,12,10,1,3.273,8,2,3,44,11,7,3,4,4,6,618.215,257.255,3,148.85,CCc1c2cc(ccc2nc2c1Cn1c2cc2c(c1=O)COC(=O)[C@]2(O)CC)OC(=O)CCCC[C@@H]1SC[C@H]2[C@@H]1NC(=O)N2
0,17,14,1,2.771,18,3,3,56,16,8,3,4,4,7,786.316,326.915,4,189.82,CC[C@@]1(OCc2nnn(c2)CCOCCOCCNC(=O)CCCC[C@@H]2SC[C@H]3[C@@H]2NC(=O)N3)C(=O)OCc2c1cc1c3nc4ccccc4cc3Cn1c2=O
0,8,8,1,1.723,1,2,2,31,8,6,2,3,3,5,420.132,176.225,3,110.88,CC[C@@]1(O)C(=O)OCc2c1cc1c3nc4ccc5c(c4cc3Cn1c2=O)CCC(O5)O
0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,1.368,0,0.0,COCn1cc(cc1C(=O)Nc1cn(c(c1)C(=O)Nc1cn(c(c1)C(=O)NCCCN(C)C)COC)COC)0C(=O)COc1ccc2c(c1)cc1c(n2)c2n(C1)c(=O)c1c(c2)C(O)(CC)C(=O)OC1
0,10,7,1,1.275,3,2,5,32,9,5,3,2,2,4,455.136,188.686,3,145.82,CC[C@@]1(O)C(=O)OCc2c1cc1c3nc4ccccc4c(c3Cn1c2=O)CN=C(N)N.Cl
0,8,8,1,2.377,1,2,1,33,8,7,1,4,4,6,446.148,188.268,3,99.88,CC[C@@]1(O)C(=O)OCc2c1cc1c3nc4ccc5c(c4cc3Cn1c2=O)C[C@H]1[C@H](O5)OCC1
0,7,7,1,1.785,1,2,2,27,7,5,2,2,2,4,364.106,153.022,3,101.65,CC[C@@]1(O)C(=O)OCc2c1cc1c3nc4ccc(cc4cc3Cn1c2=O)O
0,11,10,2,4.01,7,2,1,44,11,7,1,3,3,5,597.211,252.096,4,129.42,CCN(C(=O)OCc1ccccc1)CCc1c2Cn3c(c2nc2c1cc1OCOc1c2)cc1c(c3=O)COC(=O)C1(O)CC
0,22,18,1,3.89,21,5,5,71,22,8,5,2,2,7,976.408,406.92,6,252.77,COCn1cc(cc1C(=O)NCCOc1ccc2c(c1)cc1c(n2)c2n(C1)c(=O)c1c(c2)C(O)(CC)C(=O)OC1)NC(=O)c1cc(cn1COC)NC(=O)c1ccc(n1COC)NC(=O)CCCN(C)C
1,14,9,1,0.328,1,2,8,39,12,6,3,3,2,4,567.169,222.149,3,224.81,CS(=O)(=O)O.CC[C@@]1(O)C(=O)OCc2c1cc1c3nc4cc(F)c(c5c4c(c3Cn1c2=O)[C@@H](N)CC5)C.O.O
0,19,16,2,4.851,19,2,6,59,16,6,6,2,2,4,910.167,354.526,4,234.26,O/N=C(\C(=O)NCCSSCCNC(=O)CCCCCO/N=C/c1c2Cn3c(c2nc2c1cc(O)cc2)cc1c(c3=O)COC(=O)[C@]1(O)CC)/Cc1ccc(c(c1)Br)O
0,7,7,1,2.62,5,2,2,32,7,5,2,2,2,4,433.2,185.603,3,93.45,CC[C@@]1(O)C(=O)OCc2c1cc1c3nc4ccccc4c(c3Cn1c2=O)CCNC(C)C
0,9,8,1,2.941,3,2,1,37,8,6,1,3,3,5,502.228,215.262,3,99.88,CC[C@@]1(O)C(=O)OCc2c1cc1c3nc4ccc(cc4c(c3Cn1c2=O)CC)B1OC(C(O1)(C)C)(C)C
0,11,10,1,4.35,7,2,2,46,11,6,2,3,3,5,628.29,266.707,3,140.06,CC[C@@]1(OC(=O)[C@@H](NC(=O)C2=CC(N(C2(C)C)O)(C)C)CC(C)C)C(=O)OCc2c1cc1c3nc4ccccc4cc3Cn1c2=O
0,12,10,1,1.981,5,3,1,42,11,7,1,3,3,6,587.184,241.604,4,134.93,CC[C@@]1(O)C(=O)OCc2c1cc1c3nc4ccccc4c(c3Cn1c2=O)CN1CCN(CC1)S(=O)(=O)c1cccnc1
0,11,10,1,3.324,5,2,2,43,11,6,2,3,3,5,586.243,247.612,3,140.06,CC[C@@]1(OC(=O)[C@@H](NC(=O)C2=CC(N(C2(C)C)O)(C)C)C)C(=O)OCc2c1cc1c3nc4ccccc4cc3Cn1c2=O
1,10,9,1,2.525,3,2,2,39,10,7,2,4,3,5,527.169,221.689,3,139.03,CC[C@@]1(O)C(=O)OCc2c1cc1c3nc4ccc(c(c4cc3Cn1c2=O)CN1C(=O)C2=C(C1=O)CCCC2)O
0,8,8,1,2.767,1,2,1,34,8,7,1,4,4,6,460.163,194.633,3,99.88,CC[C@@]1(O)C(=O)OCc2c1cc1c3nc4ccc5c(c4cc3Cn1c2=O)C[C@H]1[C@H](O5)OCCC1
0,7,7,1,2.675,3,2,1,32,7,6,1,3,3,5,431.185,184.807,3,84.66,CC[C@@]1(O)C(=O)OCc2c1cc1c3nc4ccccc4c(c3Cn1c2=O)CN1CCCC1
0,8,8,1,1.827,3,2,1,34,8,6,1,3,3,5,460.211,196.932,3,87.9,CC[C@@]1(O)C(=O)OCc2c1cc1c3nc4ccccc4c(c3Cn1c2=O)CN1CCN(CC1)C
0,14,12,2,5.348,7,4,2,62,12,10,2,4,4,8,866.317,359.764,6,162.84,CC[C@@]1(O)C(=O)OCc2c1cc1c3nc4ccc(cc4c(c3Cn1c2=O)[Si](C)(C)C)CCc1ccc2c(c1)c(c1c(n2)c2n(C1)c(=O)c1c(c2)[C@@](O)(CC)C(=O)OC1)[Si](C)(C)C
0,11,9,2,3.71,6,2,1,45,10,7,1,3,3,5,628.236,261.479,4,122.04,CC[C@@]1(O)C(=O)OCc2c1cc1c3nc4ccccc4c(c3Cn1c2=O)CN1CCN(CC1)S(=O)(=O)c1ccc(cc1)C(C)C
0,17,15,2,4.383,19,2,5,57,15,6,5,2,2,4,816.261,335.864,4,214.03,O/N=C(\C(=O)NCCSSCCNC(=O)CCCCCO/N=C/c1c2Cn3c(c2nc2c1cccc2)cc1c(c3=O)COC(=O)[C@]1(O)CC)/Cc1ccc(cc1)O
0,12,9,2,3.074,5,2,2,42,10,6,2,2,2,4,586.132,243.012,4,128.62,CC[C@@]1(OC(=O)CNC(=S)NC(=O)c2cccc(c2)F)C(=O)OCc2c1cc1c3nc4ccccc4cc3Cn1c2=O
0,12,10,1,2.711,7,2,3,42,11,7,3,4,4,6,590.184,244.525,3,148.85,CC[C@@]1(O)C(=O)OCc2c1cc1c3nc4ccc(cc4cc3Cn1c2=O)OC(=O)CCCC[C@@H]1SC[C@H]2[C@@H]1NC(=O)N2
0,9,8,1,1.988,2,2,1,29,9,5,1,2,2,4,393.096,162.881,3,124.56,CC[C@@]1(O)C(=O)OCc2c1cc1c3nc4cccc(c4cc3Cn1c2=O)[N+](=O)[O-]
0,11,9,2,2.864,6,2,2,42,10,6,2,2,2,4,582.157,245.211,4,128.62,CC[C@@]1(OC(=O)CNC(=S)NC(=O)Cc2ccccc2)C(=O)OCc2c1cc1c3nc4ccccc4cc3Cn1c2=O
0,12,9,2,3.54,5,2,2,42,10,6,2,2,2,4,694.038,258.108,4,128.62,CC[C@@]1(OC(=O)CNC(=S)NC(=O)c2ccc(cc2)I)C(=O)OCc2c1cc1c3nc4ccccc4cc3Cn1c2=O
0,12,10,3,4.555,8,2,2,50,11,7,2,2,2,4,688.199,291.746,5,137.85,CC[C@@]1(OC(=O)[C@H](Cc2ccccc2)NC(=S)NC(=O)c2ccc(cc2)OC)C(=O)OCc2c1cc1c3nc4ccccc4cc3Cn1c2=O
0,7,7,1,2.932,6,2,1,31,7,5,1,2,2,4,422.184,179.754,3,82.81,CCOCCO[C@@H]1OCc2c([C@@]1(O)CC)cc1n(c2=O)Cc2c1nc1ccccc1c2
0,7,7,1,2.542,5,2,1,30,7,5,1,2,2,4,408.169,173.389,3,82.81,COCCO[C@@H]1OCc2c([C@@]1(O)CC)cc1n(c2=O)Cc2c1nc1ccccc1c2
0,12,9,2,3.588,5,2,2,42,10,6,2,2,2,4,602.103,249.149,4,128.62,CC[C@@]1(OC(=O)CNC(=S)NC(=O)c2cccc(c2)Cl)C(=O)OCc2c1cc1c3nc4ccccc4cc3Cn1c2=O
0,9,8,1,3.033,5,2,1,38,9,6,1,3,3,5,517.221,219.542,3,110.96,CC[C@@]1(O)C(=O)OCc2c1cc1c3nc4ccc(cc4c(c3Cn1c2=O)CC)OCC(=O)N1CCCCC1
0,14,11,1,3.95,14,2,4,52,13,7,4,4,4,6,731.299,305.156,3,177.95,CCc1c2cc(ccc2nc2c1Cn1c2cc2c(c1=O)COC(=O)[C@]2(O)CC)OC(=O)CCCCCNC(=O)CCCC[C@@H]1SC[C@H]2[C@@H]1NC(=O)N2
0,12,9,2,3.074,5,2,2,42,10,6,2,2,2,4,586.132,243.012,4,128.62,CC[C@@]1(OC(=O)CNC(=S)NC(=O)c2ccc(cc2)F)C(=O)OCc2c1cc1c3nc4ccccc4cc3Cn1c2=O
0,13,10,3,5.036,8,3,3,53,12,8,3,2,2,5,727.21,307.637,6,153.64,CC[C@@]1(OC(=O)[C@H](Cc2c[nH]c3c2cccc3)NC(=S)NC(=O)c2ccc(cc2)OC)C(=O)OCc2c1cc1c3nc4ccccc4cc3Cn1c2=O
0,12,9,2,4.489,7,2,2,46,10,6,2,2,2,4,642.195,268.471,4,128.62,CC[C@@]1(OC(=O)[C@@H](NC(=S)NC(=O)c2ccc(cc2)F)CC(C)C)C(=O)OCc2c1cc1c3nc4ccccc4cc3Cn1c2=O
0,12,10,2,2.944,6,2,2,43,11,6,2,2,2,4,598.152,250.324,4,137.85,CC[C@@]1(OC(=O)CNC(=S)NC(=O)c2ccc(cc2)OC)C(=O)OCc2c1cc1c3nc4ccccc4cc3Cn1c2=O
0,7,6,2,4.228,2,3,2,35,7,7,2,2,2,5,463.153,199.176,5,97.21,CC[C@@]1(O)C(=O)OCc2c1cc1c3nc4ccccc4c(c3Cn1c2=O)c1ccc2c(c1)[nH]cc2
1,11,9,1,2.811,5,2,2,40,10,6,2,3,2,4,560.173,234.608,3,128.62,CC[C@@]1(OC(=O)CNC(=S)NC(=O)C2CCCC2)C(=O)OCc2c1cc1c3nc4ccccc4cc3Cn1c2=O
0,10,9,1,1.136,7,2,2,36,10,5,2,2,2,4,492.201,207.003,3,122.99,CC[C@@]1(O)C(=O)OCc2c1cc1c3nc4ccc(cc4cc3Cn1c2=O)OCC(=O)NCCN(C)C
0,12,9,2,4.099,6,2,2,45,10,6,2,2,2,4,628.179,262.106,4,128.62,CC[C@@]1(OC(=O)[C@H](C(C)C)NC(=S)NC(=O)c2ccc(cc2)F)C(=O)OCc2c1cc1c3nc4ccccc4cc3Cn1c2=O
0,10,9,1,1.916,9,2,2,38,10,5,2,2,2,4,520.232,219.733,3,122.99,CCN(CCNC(=O)COc1ccc2c(c1)cc1c(n2)c2n(C1)c(=O)c1c(c2)[C@@](O)(CC)C(=O)OC1)CC
0,12,9,2,3.854,7,2,2,44,10,6,2,2,2,4,614.164,255.741,4,128.62,CC[C@@]1(OC(=O)CCCNC(=S)NC(=O)c2ccc(cc2)F)C(=O)OCc2c1cc1c3nc4ccccc4cc3Cn1c2=O
0,12,10,2,4.358,8,2,2,47,11,6,2,2,2,4,654.215,275.784,4,137.85,CC[C@@]1(OC(=O)[C@@H](NC(=S)NC(=O)c2ccc(cc2)OC)CC(C)C)C(=O)OCc2c1cc1c3nc4ccccc4cc3Cn1c2=O
0,12,10,1,2.997,5,3,2,40,10,6,2,2,2,5,574.098,236.486,4,128.62,CC[C@@]1(OC(=O)CNC(=S)NC(=O)c2cccs2)C(=O)OCc2c1cc1c3nc4ccccc4cc3Cn1c2=O
0,8,8,1,1.808,1,2,1,29,8,6,1,3,3,5,392.101,163.814,3,99.88,CC[C@@]1(O)C(=O)OCc2c1cc1c3nc4cc5OCOc5cc4cc3Cn1c2=O
0,8,7,2,3.623,2,3,2,35,8,7,2,2,2,5,464.148,198.364,5,110.1,CC[C@@]1(O)C(=O)OCc2c1cc1c3nc4ccccc4c(c3Cn1c2=O)c1ccc2c(c1)[nH]nc2
0,11,9,2,3.149,6,2,1,44,10,7,1,3,3,5,614.22,255.115,4,122.04,CCc1ccc(cc1)S(=O)(=O)N1CCN(CC1)Cc1c2ccccc2nc2c1Cn1c2cc2c(c1=O)COC(=O)[C@]2(O)CC
0,7,7,1,3.698,5,2,1,34,7,5,1,2,2,4,461.231,198.543,3,84.66,CC[C@@]1(O)C(=O)OCc2c1cc1c3nc4ccccc4c(c3Cn1c2=O)CN(C(C)C)C(C)C
0,8,8,2,3.7,5,2,2,36,8,6,2,2,2,4,483.179,206.679,4,102.68,CC[C@@]1(O)C(=O)OCc2c1cc1c3nc4ccccc4c(c3Cn1c2=O)CNc1ccccc1OC
0,11,9,2,3.243,5,2,2,42,10,6,2,2,2,4,582.157,245.211,4,128.62,CC[C@@]1(OC(=O)CNC(=S)NC(=O)c2ccc(cc2)C)C(=O)OCc2c1cc1c3nc4ccccc4cc3Cn1c2=O
0,14,10,2,1.929,4,2,6,43,13,6,4,2,2,4,604.174,245.455,4,212.55,Cc1ccc(cc1)S(=O)(=O)O.CCC1(O)C(=O)OCc2c1cc1c3nc4cc(/C=N\N=C(N)N)ccc4cc3Cn1c2=O
0,13,10,2,5.089,7,4,3,50,11,8,3,2,2,6,703.156,293.799,6,144.41,CC[C@@]1(OC(=O)[C@H](Cc2c[nH]c3c2cccc3)NC(=S)NC(=O)c2cccs2)C(=O)OCc2c1cc1c3nc4ccccc4cc3Cn1c2=O
0,20,17,1,2.821,27,3,3,65,19,8,3,4,4,7,918.395,380.445,4,217.51,CC[C@@]1(OCc2nnn(c2)CCOCCOCCOCCOCCOCCNC(=O)CCCC[C@@H]2SC[C@H]3[C@@H]2NC(=O)N3)C(=O)OCc2c1cc1c3nc4ccccc4cc3Cn1c2=O
0,12,9,2,3.074,5,2,2,42,10,6,2,2,2,4,586.132,243.012,4,128.62,CC[C@@]1(OC(=O)CNC(=S)NC(=O)c2ccccc2F)C(=O)OCc2c1cc1c3nc4ccccc4cc3Cn1c2=O
0,7,7,1,3.066,3,2,1,33,7,6,1,3,3,5,445.2,191.172,3,84.66,CC[C@@]1(O)C(=O)OCc2c1cc1c3nc4ccccc4c(c3Cn1c2=O)CN1CCCCC1
0,7,7,2,3.369,5,2,2,35,7,6,2,2,2,4,467.185,201.565,4,93.45,CC[C@@]1(O)C(=O)OCc2c1cc1c3nc4ccccc4c(c3Cn1c2=O)CNCc1ccccc1
0,11,9,1,3.356,7,2,2,41,10,7,2,4,4,6,574.189,239.731,3,128.62,CC[C@@]1(OC(=O)CCCC[C@@H]2SC[C@H]3[C@@H]2NC(=O)N3)C(=O)OCc2c1cc1c3nc4ccccc4cc3Cn1c2=O
0,8,7,2,4.345,4,2,2,35,7,6,2,2,2,4,487.13,205.503,4,93.45,CC[C@@]1(O)C(=O)OCc2c1cc1c3nc4ccccc4c(c3Cn1c2=O)CNc1ccccc1Cl
0,9,8,1,2.327,6,2,1,35,9,5,1,2,2,4,477.19,201.453,3,110.96,CCN(C(=O)COc1ccc2c(c1)cc1c(n2)c2n(C1)c(=O)c1c(c2)[C@@](O)(CC)C(=O)OC1)CC
0,12,10,1,3.745,7,3,2,45,11,6,2,2,2,5,625.2,263.525,4,141.51,CC[C@@H]([C@@H](C(=O)O[C@]1(CC)C(=O)OCc2c1cc1c3nc4ccccc4cc3Cn1c2=O)NC(=S)NC(=O)c1cccnc1)C
0,11,9,3,4.868,7,2,2,47,10,7,2,2,2,4,646.189,274.258,5,128.62,CC[C@@]1(OC(=O)CCCNC(=S)NC(=O)c2ccc3c(c2)cccc3)C(=O)OCc2c1cc1c3nc4ccccc4cc3Cn1c2=O
0,11,9,1,1.641,4,2,2,36,10,5,2,2,2,4,506.126,210.154,3,128.62,CC[C@@]1(OC(=O)CNC(=S)NC(=O)C)C(=O)OCc2c1cc1c3nc4ccccc4cc3Cn1c2=O
0,12,9,2,3.698,5,2,2,42,10,6,2,2,2,4,646.052,252.714,4,128.62,CC[C@@]1(OC(=O)CNC(=S)NC(=O)c2cccc(c2)Br)C(=O)OCc2c1cc1c3nc4ccccc4cc3Cn1c2=O
0,9,8,1,2.081,4,2,1,35,9,6,1,3,3,5,475.174,200.447,3,110.96,CC[C@@]1(O)C(=O)OCc2c1cc1c3nc4ccc(cc4cc3Cn1c2=O)OCC(=O)N1CCCC1
0,12,9,2,3.588,5,2,2,42,10,6,2,2,2,4,602.103,249.149,4,128.62,CC[C@@]1(OC(=O)CNC(=S)NC(=O)c2ccc(cc2)Cl)C(=O)OCc2c1cc1c3nc4ccccc4cc3Cn1c2=O
0,12,10,1,3.387,6,3,2,41,10,6,2,2,2,5,588.114,242.851,4,128.62,CC[C@@]1(OC(=O)CCNC(=S)NC(=O)c2cccs2)C(=O)OCc2c1cc1c3nc4ccccc4cc3Cn1c2=O
0,12,9,2,4.489,7,2,2,46,10,6,2,2,2,4,642.195,268.471,4,128.62,CC[C@@]1(OC(=O)[C@@H](NC(=S)NC(=O)c2ccccc2F)CC(C)C)C(=O)OCc2c1cc1c3nc4ccccc4cc3Cn1c2=O
0,12,9,2,2.725,5,2,1,43,10,7,1,3,3,5,604.179,246.55,4,122.04,CC[C@@]1(O)C(=O)OCc2c1cc1c3nc4ccccc4c(c3Cn1c2=O)CN1CCN(CC1)S(=O)(=O)c1ccc(cc1)F
0,10,9,1,2.011,5,2,1,39,10,6,1,3,3,5,532.232,225.302,3,114.2,CC[C@@]1(O)C(=O)OCc2c1cc1c3nc4ccc(cc4cc3Cn1c2=O)OCC(=O)N1CCC(CC1)N(C)C
0,11,9,3,4.477,5,2,2,46,10,7,2,2,2,4,632.173,267.893,5,128.62,CC[C@@]1(OC(=O)[C@@H](NC(=S)NC(=O)c2ccc3c(c2)cccc3)C)C(=O)OCc2c1cc1c3nc4ccccc4cc3Cn1c2=O
