SMILES,ERRORS
CC[C@@]1(O)C(=O)OCc2c1cc1c3nc4ccccc4c(c3Cn1c2=O)CN1CCN(CC1)S(=O)(=O)c1cc(OC)cc(c1)OC,SUCCESS
CC[C@@]1(O)C(=O)OCc2c1cc1c3nc4ccccc4c(c3Cn1c2=O)CN1CCN(CC1)S(=O)(=O)Cc1ccccc1,SUCCESS
CCOC(=O)c1cc(cn1COC)NC(=O)c1cc(cn1COC)NC(=O)c1cc(cn1COC)0C(=O)COc1ccc2c(c1)cc1c(n2)c2n(C1)c(=O)c1c(c2)C(O)(CC)C(=O)OC1,SUCCESS
CC[C@@]1(O)C(=O)OCc2c1cc1c3nc4ccccc4c(c3Cn1c2=O)CCNC(C)C.Cl,SUCCESS
C=CCc1c(O)ccc2c1cc1Cn3c(c1n2)cc1c(c3=O)COC(=O)[C@]1(O)CC,SUCCESS
C=CCc1c(ccc2c1cc1Cn3c(c1n2)cc1c(c3=O)COC(=O)[C@]1(O)CC)OC(=O)N1CCC(CC1)N1CCCCC1,SUCCESS
CC[C@@]1(O)C(=O)OCc2c1cc1c3nc4cc(F)c(c5c4c(c3Cn1c2=O)[C@H](CC5)NC(=O)COCNC(=O)CNC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)CNC(=O)CCCCCN1C(=O)CCC1=O)C,SUCCESS
CC[C@@]1(O)C(=O)OCc2c1cc1c3nc4ccccc4c(c3Cn1c2=O)CN1CCN(CC1)S(=O)(=O)c1ccc(cc1)C,SUCCESS
CCC1(O)C(=O)OCc2c1cc1c3nc4cc5OCOc5c(c4cc3Cn1c2=O)Cl,SUCCESS
CC[C@@]1(O)C(=O)OCc2c1cc1c3nc4cnccc4cc3Cn1c2=O,SUCCESS
CC[C@@]1(OCc2nnn(c2)CCOCCOCCOCCOCCOCCNC(=O)CCCC[C@@H]2SC[C@H]3[C@@H]2NC(=O)N3)C(=O)OCc2c1cc1c3nc4ccccc4c(c3Cn1c2=O)CC,SUCCESS
CC[C@@]1(OC(=O)CCCCCNC(=O)CCCC[C@@H]2SC[C@H]3[C@@H]2NC(=O)N3)C(=O)OCc2c1cc1c3nc4ccccc4cc3Cn1c2=O,SUCCESS
CC[C@@]1(O)C(=O)OCc2c1cc1c3nc4ccccc4c(c3Cn1c2=O)c1cnn(c1)C,SUCCESS
CC[C@@]1(O)CC(=O)OCc2c1cc1c3nc4cc(F)c(cc4cc3Cn1c2=O)F,SUCCESS
CCOC(=O)c1cc(cn1COC)NC(=O)c1cc(cn1COC)0C(=O)COc1ccc2c(c1)cc1c(n2)c2n(C1)c(=O)c1c(c2)C(O)(CC)C(=O)OC1,SUCCESS
CC[C@@]1(O)C(=O)OCc2c1cc1c3nc4ccccc4c(c3Cn1c2=O)/C=N/N=C(N)N,SUCCESS
CSCC[C@@H](C(=O)O[C@]1(CC)C(=O)OCc2c1cc1c3nc4ccccc4cc3Cn1c2=O)NC(=O)C1=CC(N(C1(C)C)O)(C)C,SUCCESS
CC[C@@]1(O)C(=O)OCc2c1cc1c3nc4ccccc4c(c3Cn1c2=O)CNc1ccc(cc1)OC,SUCCESS
CC[C@@]1(O)C(=O)OCc2c1cc1c3nc4ccccc4c(c3Cn1c2=O)CNc1ccc(cc1)C,SUCCESS
CC[C@@]1(O)C(=O)OCc2c1cc1c3nc4ccc(cc4cc3Cn1c2=O)OC(=O)CCCCCNC(=O)CCCC[C@@H]1SC[C@H]2[C@@H]1NC(=O)N2,SUCCESS
CC[C@@]1(O)C(=O)OCc2c1cc1c3nc4ccccc4c(c3Cn1c2=O)CN1CCN(CC1)S(=O)(=O)c1ccc(cc1)Cl,SUCCESS
OCCCO/N=C\c1c2ccccc2nc2c1Cn1c2cc2c(c1=O)COC(=O)[C@]2(O)CC,SUCCESS
CCC1(O)C(=O)OCc2c1cc1c3nc4ccccc4cc3Cn1c2=O,SUCCESS
CC[C@@]1(O)C(=O)OCc2c1cc1c3nc4ccccc4c(c3Cn1c2=O)C(=O)NC1CC(C)(C)N(C(C1)(C)C)[O],SUCCESS
CC[C@@]1(O)C(=O)OCc2c1cc1c3nc4ccc(cc4c(c3Cn1c2=O)CC)OCCC[n+]1ccccc1.[Br-],SUCCESS
COCn1cc(cc1C(=O)Nc1cn(c(c1)C(=O)NCCCN(C)C)COC)0C(=O)COc1ccc2c(c1)cc1c(n2)c2n(C1)c(=O)c1c(c2)C(O)(CC)C(=O)OC1,SUCCESS
CC[C@@]1(O)C(=O)OCc2c1cc1c3nc4ccccc4c(c3Cn1c2=O)/C=N/c1ccccc1C,SUCCESS
CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)[C@@H](c2c1nc1ccccc1c2)N(C(=O)OCc1ccccc1)NC(=O)OCc1ccccc1,SUCCESS
CC[C@@]1(O)C(=O)OCc2c1cc1c3nc4ccc(c(c4cc3Cn1c2=O)CNC(=O)C)O,SUCCESS
CC[C@@]1(O)C(=O)OCc2c1cc1c3nc4ccc(cc4c(c3Cn1c2=O)CC)OC(=O)N1CCC(CC1)N1CCCCC1.O.O.O.Cl,SUCCESS
CC[C@@]1(O)C(=O)OCc2c1cc1c3nc4cc5OCCOc5cc4c(c3Cn1c2=O)CN1CCN(CC1)C.Cl.Cl,SUCCESS
CC[C@@]1(O)C(=O)OCc2c1cc1c3nc4ccccc4c(c3Cn1c2=O)CN1CCN(CC1)S(=O)(=O)c1ccc(cc1)OC,SUCCESS
CC[C@@]1(O)C(=O)OCc2c1cc1c3nc4ccccc4c(c3Cn1c2=O)CN1CCN(CC1)S(=O)(=O)c1ccc2c(c1)cccc2,SUCCESS
CC[C@@]1(O)C(=O)OCc2c1cc1c3nc4ccc(cc4c(c3Cn1c2=O)CC)OCCCOc1ncnc(c1)C(F)(F)F,SUCCESS
CC[C@@]1(O)C(=O)OCc2c1cc1c3nc4ccccc4c(c3Cn1c2=O)CN1CCN(CC1)S(=O)(=O)c1cccs1,SUCCESS
CC[C@@]1(O)C(=O)OCc2c1cc1c3nc4ccccc4c(c3Cn1c2=O)CN1CCN(CC1)S(=O)(=O)c1ccccc1,SUCCESS
CC[C@@]1(O)C(=O)OCc2c1cc1c3nc4ccc(c(c4cc3Cn1c2=O)COC(C)(C)C)O,SUCCESS
CC[C@@]1(OC(=O)C)C(=O)OCc2c1cc1c3nc4ccc(c(c4cc3Cn1c2=O)COC(=O)C)OC(=O)C,SUCCESS
CC[C@@]1(O)C(=O)OCc2c1cc1c3nc4ccccc4c(c3Cn1c2=O)CNc1ccc(cc1)F,SUCCESS
OCCCC1c2cc3ccccc3nc2c2n1c(=O)c1c(c2)[C@@](O)(CC)C(=O)OC1,SUCCESS
COCn1cc(cc1C(=O)NCCCN(C)C)0C(=O)COc1ccc2c(c1)cc1c(n2)c2n(C1)c(=O)c1c(c2)C(O)(CC)C(=O)OC1,SUCCESS
CC[C@@]1(O)C(=O)OCc2c1cc1c3nc4ccccc4c(c3Cn1c2=O)c1ccncc1,SUCCESS
CC[C@@]1(O)C(=O)OCc2c1cc1c3nc4ccc(cc4c(c3Cn1c2=O)CC)OCCCn1cnc2c1ncnc2,SUCCESS
CCCC(=O)Nc1cc(n(c1)COC)C(=O)Nc1cc(n(c1)COC)C(=O)NCCOc1ccc2c(c1)cc1c(n2)c2n(C1)c(=O)c1c(c2)C(O)(CC)C(=O)OC1,SUCCESS
CCOCC(O[C@@H]1OCc2c([C@@]1(O)CC)cc1n(c2=O)Cc2c1nc1ccccc1c2)C,SUCCESS
CC[C@@]1(O)[C@H](OCC(C(F)(F)F)(F)F)OCc2c1cc1c3nc4ccccc4cc3Cn1c2=O,SUCCESS
CCC(O[C@@H]1OCc2c([C@@]1(O)CC)cc1n(c2=O)Cc2c1nc1ccccc1c2)C,SUCCESS
CCOCCO[C@@H]1OCc2c([C@@]1(O)CC)cc1n(c2=O)Cc2c1nc1ccc(cc1c2)OC,SUCCESS
CC[C@@]1(O)C(=O)OCc2c1cc1c3nc4ccc(c(c4cc3Cn1c2=O)COC(=O)C)OC(=O)C,SUCCESS
CC[C@@]1(O)C(=O)OCc2c1cc1c3nc4ccc(cc4cc3Cn1c2=O)c1cccs1,SUCCESS
CCC1(O)C(=O)OCc2c1cc1c3nc4cc5OCOc5cc4cc3Cn1c2=O,SUCCESS
CCC1(O)C(=O)OCc2c1cc1c3nc4ccc(cc4cc3Cn1c2=O)OCCNC(=O)S(=O)(=O)c1cccs1,SUCCESS
CC[C@@]1(O)C(=O)OCc2c1cc1c3nc4ccccc4c(c3Cn1c2=O)CNc1cccc2c1cccc2,SUCCESS
C=CCc1c(ccc2c1cc1Cn3c(c1n2)cc1c(c3=O)COC(=O)[C@]1(O)CC)OC(=O)N1CCC(CC1)N1CCCCC1.Cl,ERROR
CCC(=O)O[C@]1(CC)C(=O)OCc2c1cc1c3nc4ccccc4cc3Cn1c2=O,SUCCESS
CCCC(=O)Nc1nc(n(c1)COC)C(=O)Nc1nc(n(c1)COC)C(=O)NCCOc1ccc2c(c1)cc1c(n2)c2n(C1)c(=O)c1c(c2)C(O)(CC)C(=O)OC1,SUCCESS
CC[C@@]1(O)C(=O)OCc2c1cc1c3nc4ccccc4c(c3Cn1c2=O)CNC1CCCCC1,SUCCESS
COCc1c(O)ccc2c1cc1Cn3c(c1n2)cc1c(c3=O)COC(=O)[C@]1(O)CC,SUCCESS
CC[C@@]1(O)C(=O)OCc2c1cc1c3nc4cccc(c4cc3Cn1c2=O)N,SUCCESS
CC[C@@]1(O)C(=O)OCc2c1cc1c3nc4ccccc4c(c3Cn1c2=O)/C=N/OC(C)(C)C,SUCCESS
CC[C@@]1(O)C(=O)OCc2c1cc1c3nc4ccccc4cc3Cn1c2=O,SUCCESS
CC[C@@]1(O)C(=O)OCc2c1cc1c3nc4ccccc4c(c3Cn1c2=O)C(=O)C,SUCCESS
CCCCOC1CCc2c(O1)ccc1c2cc2Cn3c(c2n1)cc1c(c3=O)COC(=O)[C@]1(O)CC,SUCCESS
CC[C@](c1cc2c3nc4ccccc4cc3Cn2c(=O)c1CO)(C(=O)[O-])O.[Na+],SUCCESS
CC[C@@]1(O)C(=O)OCc2c1cc1c3nc4cc(F)c(c5c4c(c3Cn1c2=O)[C@@H](N)CC5)C,SUCCESS
COCn1cc(cc1C(=O)NCCOc1ccc2c(c1)cc1c(n2)c2n(C1)c(=O)c1c(c2)C(O)(CC)C(=O)OC1)NC(=O)c1cc(cn1COC)NC(=O)CCCN(C)C,SUCCESS
CC[C@](c1cc2c3nc4ccc(cc4c(c3Cn2c(=O)c1CO)CC)OC(=O)N1CCC(CC1)N1CCCCC1)(C(=O)O)O,SUCCESS
CC[C@@]1(OC(=O)[C@@H](NC(=O)COCCOCC(=O)N[C@H](C(=O)O[C@]2(CC)C(=O)OCc3c2cc2c4nc5ccccc5cc4Cn2c3=O)C)C)C(=O)OCc2c1cc1c3nc4ccccc4cc3Cn1c2=O,SUCCESS
CC[C@@](c1cc2c3nc4ccccc4cc3Cn2c(=O)c1CO)(C(=O)[O-])O.[Na+],SUCCESS
CC[C@@]1(O)C(=O)OCc2c1cc1c3nc4ccccc4c(c3Cn1c2=O)c1ccnn1C,SUCCESS
CCOCc1c(O)ccc2c1cc1Cn3c(c1n2)cc1c(c3=O)COC(=O)[C@]1(O)CC,SUCCESS
CCCC(=O)Nc1ccc(n1COC)C(=O)Nc1cc(n(c1)COC)C(=O)Nc1cc(n(c1)COC)C(=O)NCCOc1ccc2c(c1)cc1c(n2)c2n(C1)c(=O)c1c(c2)C(O)(CC)C(=O)OC1,SUCCESS
CC[C@@]1(O)C(=O)OCc2c1cc1c3nc4ccc(c(c4cc3Cn1c2=O)CN1C(=O)C2=C(C1=O)CCCC2)OC,SUCCESS
CC[C@@]1(O)C(=O)OCc2c1cc1c3nc4ccc(cc4cc3Cn1c2=O)c1ccncc1,SUCCESS
CC[C@@]1(O)C(=O)OCc2c1cc1c3nc4ccc(cc4cc3Cn1c2=O)c1ccncc1.Cl,SUCCESS
COCC(O[C@@H]1OCc2c([C@@]1(O)CC)cc1n(c2=O)Cc2c1nc1ccccc1c2)C,SUCCESS
CCOCCO[C@@H]1OCc2c([C@@]1(O)CC)cc1n(c2=O)Cc2c1nc1cccc(c1c2)[N+](=O)[O-],SUCCESS
CC[C@@]1(O)C(=O)OCc2c1cc1c3nc4ccccc4c(c3Cn1c2=O)c1cnn(c1)C1CCCCO1,SUCCESS
CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)[C@H](c2c1nc1ccccc1c2)N(C(=O)OCc1ccccc1)NC(=O)OCc1ccccc1,SUCCESS
CC[C@@]1(O)C(=O)OCc2c1cc1c3nc4ccccc4cc3[C@@H](n1c2=O)N(C(=O)OC(C)(C)C)NC(=O)OC(C)(C)C,SUCCESS
CC[C@@]1(O)C(=O)OCc2c1cc1c3nc4ccc(c(c4cc3Cn1c2=O)COC(C)C)O,SUCCESS
CC[C@@]1(O)C(=O)OCc2c1cc1c3nc4ccccc4c(c3Cn1c2=O)CNc1cccc(c1)Cl,SUCCESS
CC[C@@]1(O)C(=O)OCc2c1cc1c3nc4ccccc4c(c3Cn1c2=O)CN1CCN(CC1)S(=O)(=O)N(C)C,SUCCESS
CC[C@@]1(O)C(=O)OCc2c1cc1c3nc4ccc(c(c4cc3Cn1c2=O)CN1CCCC1=O)O,SUCCESS
CCOC1CCc2c(O1)ccc1c2cc2Cn3c(c2n1)cc1c(c3=O)COC(=O)[C@]1(O)CC,SUCCESS
CC[C@@]1(OC(=O)CNC(=O)C2=CC(N(C2(C)C)O)(C)C)C(=O)OCc2c1cc1c3nc4ccccc4cc3Cn1c2=O,SUCCESS
CC[C@@]1(O)C(=O)OCc2c1cc1c3nc4ccccc4c(c3Cn1c2=O)c1cccnc1,SUCCESS
CC[C@@]1(O)[C@H](OCC(F)(F)F)OCc2c1cc1c3nc4ccccc4cc3Cn1c2=O,SUCCESS
CC[C@@]1(O)[C@@H](OCc2c1cc1c3nc4ccccc4cc3Cn1c2=O)OC(=O)CCC(=O)O,SUCCESS
CCc1c2cc(ccc2nc2c1Cn1c2cc2c(c1=O)COC(=O)[C@]2(O)CC)OC(=O)CCCC[C@@H]1SC[C@H]2[C@@H]1NC(=O)N2,SUCCESS
CC[C@@]1(OCc2nnn(c2)CCOCCOCCNC(=O)CCCC[C@@H]2SC[C@H]3[C@@H]2NC(=O)N3)C(=O)OCc2c1cc1c3nc4ccccc4cc3Cn1c2=O,SUCCESS
CC[C@@]1(O)C(=O)OCc2c1cc1c3nc4ccc5c(c4cc3Cn1c2=O)CCC(O5)O,SUCCESS
COCn1cc(cc1C(=O)Nc1cn(c(c1)C(=O)Nc1cn(c(c1)C(=O)NCCCN(C)C)COC)COC)0C(=O)COc1ccc2c(c1)cc1c(n2)c2n(C1)c(=O)c1c(c2)C(O)(CC)C(=O)OC1,SUCCESS
CC[C@@]1(O)C(=O)OCc2c1cc1c3nc4ccccc4c(c3Cn1c2=O)CN=C(N)N.Cl,SUCCESS
CC[C@@]1(O)C(=O)OCc2c1cc1c3nc4ccc5c(c4cc3Cn1c2=O)C[C@H]1[C@H](O5)OCC1,SUCCESS
CC[C@@]1(O)C(=O)OCc2c1cc1c3nc4ccc(cc4cc3Cn1c2=O)O,SUCCESS
CCN(C(=O)OCc1ccccc1)CCc1c2Cn3c(c2nc2c1cc1OCOc1c2)cc1c(c3=O)COC(=O)C1(O)CC,SUCCESS
COCn1cc(cc1C(=O)NCCOc1ccc2c(c1)cc1c(n2)c2n(C1)c(=O)c1c(c2)C(O)(CC)C(=O)OC1)NC(=O)c1cc(cn1COC)NC(=O)c1ccc(n1COC)NC(=O)CCCN(C)C,SUCCESS
CS(=O)(=O)O.CC[C@@]1(O)C(=O)OCc2c1cc1c3nc4cc(F)c(c5c4c(c3Cn1c2=O)[C@@H](N)CC5)C.O.O,SUCCESS
O/N=C(\C(=O)NCCSSCCNC(=O)CCCCCO/N=C/c1c2Cn3c(c2nc2c1cc(O)cc2)cc1c(c3=O)COC(=O)[C@]1(O)CC)/Cc1ccc(c(c1)Br)O,SUCCESS
CC[C@@]1(O)C(=O)OCc2c1cc1c3nc4ccccc4c(c3Cn1c2=O)CCNC(C)C,SUCCESS
CC[C@@]1(O)C(=O)OCc2c1cc1c3nc4ccc(cc4c(c3Cn1c2=O)CC)B1OC(C(O1)(C)C)(C)C,SUCCESS
CC[C@@]1(OC(=O)[C@@H](NC(=O)C2=CC(N(C2(C)C)O)(C)C)CC(C)C)C(=O)OCc2c1cc1c3nc4ccccc4cc3Cn1c2=O,SUCCESS
CC[C@@]1(O)C(=O)OCc2c1cc1c3nc4ccccc4c(c3Cn1c2=O)CN1CCN(CC1)S(=O)(=O)c1cccnc1,SUCCESS
CC[C@@]1(OC(=O)[C@@H](NC(=O)C2=CC(N(C2(C)C)O)(C)C)C)C(=O)OCc2c1cc1c3nc4ccccc4cc3Cn1c2=O,SUCCESS
CC[C@@]1(O)C(=O)OCc2c1cc1c3nc4ccc(c(c4cc3Cn1c2=O)CN1C(=O)C2=C(C1=O)CCCC2)O,SUCCESS
CC[C@@]1(O)C(=O)OCc2c1cc1c3nc4ccc5c(c4cc3Cn1c2=O)C[C@H]1[C@H](O5)OCCC1,SUCCESS
CC[C@@]1(O)C(=O)OCc2c1cc1c3nc4ccccc4c(c3Cn1c2=O)CN1CCCC1,SUCCESS
CC[C@@]1(O)C(=O)OCc2c1cc1c3nc4ccccc4c(c3Cn1c2=O)CN1CCN(CC1)C,SUCCESS
CC[C@@]1(O)C(=O)OCc2c1cc1c3nc4ccc(cc4c(c3Cn1c2=O)[Si](C)(C)C)CCc1ccc2c(c1)c(c1c(n2)c2n(C1)c(=O)c1c(c2)[C@@](O)(CC)C(=O)OC1)[Si](C)(C)C,SUCCESS
CC[C@@]1(O)C(=O)OCc2c1cc1c3nc4ccccc4c(c3Cn1c2=O)CN1CCN(CC1)S(=O)(=O)c1ccc(cc1)C(C)C,SUCCESS
O/N=C(\C(=O)NCCSSCCNC(=O)CCCCCO/N=C/c1c2Cn3c(c2nc2c1cccc2)cc1c(c3=O)COC(=O)[C@]1(O)CC)/Cc1ccc(cc1)O,SUCCESS
CC[C@@]1(OC(=O)CNC(=S)NC(=O)c2cccc(c2)F)C(=O)OCc2c1cc1c3nc4ccccc4cc3Cn1c2=O,SUCCESS
CC[C@@]1(O)C(=O)OCc2c1cc1c3nc4ccc(cc4cc3Cn1c2=O)OC(=O)CCCC[C@@H]1SC[C@H]2[C@@H]1NC(=O)N2,SUCCESS
CC[C@@]1(O)C(=O)OCc2c1cc1c3nc4cccc(c4cc3Cn1c2=O)[N+](=O)[O-],SUCCESS
CC[C@@]1(OC(=O)CNC(=S)NC(=O)Cc2ccccc2)C(=O)OCc2c1cc1c3nc4ccccc4cc3Cn1c2=O,SUCCESS
CC[C@@]1(OC(=O)CNC(=S)NC(=O)c2ccc(cc2)I)C(=O)OCc2c1cc1c3nc4ccccc4cc3Cn1c2=O,SUCCESS
CC[C@@]1(OC(=O)[C@H](Cc2ccccc2)NC(=S)NC(=O)c2ccc(cc2)OC)C(=O)OCc2c1cc1c3nc4ccccc4cc3Cn1c2=O,SUCCESS
CCOCCO[C@@H]1OCc2c([C@@]1(O)CC)cc1n(c2=O)Cc2c1nc1ccccc1c2,SUCCESS
COCCO[C@@H]1OCc2c([C@@]1(O)CC)cc1n(c2=O)Cc2c1nc1ccccc1c2,SUCCESS
CC[C@@]1(OC(=O)CNC(=S)NC(=O)c2cccc(c2)Cl)C(=O)OCc2c1cc1c3nc4ccccc4cc3Cn1c2=O,SUCCESS
CC[C@@]1(O)C(=O)OCc2c1cc1c3nc4ccc(cc4c(c3Cn1c2=O)CC)OCC(=O)N1CCCCC1,SUCCESS
CCc1c2cc(ccc2nc2c1Cn1c2cc2c(c1=O)COC(=O)[C@]2(O)CC)OC(=O)CCCCCNC(=O)CCCC[C@@H]1SC[C@H]2[C@@H]1NC(=O)N2,SUCCESS
CC[C@@]1(OC(=O)CNC(=S)NC(=O)c2ccc(cc2)F)C(=O)OCc2c1cc1c3nc4ccccc4cc3Cn1c2=O,SUCCESS
CC[C@@]1(OC(=O)[C@H](Cc2c[nH]c3c2cccc3)NC(=S)NC(=O)c2ccc(cc2)OC)C(=O)OCc2c1cc1c3nc4ccccc4cc3Cn1c2=O,SUCCESS
CC[C@@]1(OC(=O)[C@@H](NC(=S)NC(=O)c2ccc(cc2)F)CC(C)C)C(=O)OCc2c1cc1c3nc4ccccc4cc3Cn1c2=O,SUCCESS
CC[C@@]1(OC(=O)CNC(=S)NC(=O)c2ccc(cc2)OC)C(=O)OCc2c1cc1c3nc4ccccc4cc3Cn1c2=O,SUCCESS
CC[C@@]1(O)C(=O)OCc2c1cc1c3nc4ccccc4c(c3Cn1c2=O)c1ccc2c(c1)[nH]cc2,SUCCESS
CC[C@@]1(OC(=O)CNC(=S)NC(=O)C2CCCC2)C(=O)OCc2c1cc1c3nc4ccccc4cc3Cn1c2=O,SUCCESS
CC[C@@]1(O)C(=O)OCc2c1cc1c3nc4ccc(cc4cc3Cn1c2=O)OCC(=O)NCCN(C)C,SUCCESS
